itemKey,qcdItem,code,japanese,english
results_eveningAdvice,13,tacr,夕食時に起こり得る小さなトラブルや意見の相違に対して、家族がどのように対応するかを話し合い、事前にルールを決めておきましょう。,Discuss how the family will handle small problems or disagreements that may arise during dinner and set rules in advance.
results_eveningAdvice,13,tacr,子どもが食事中に落ち着かない場合は、その原因を探り、適切な解決策を一緒に考えましょう。例えば、1日の活動が多すぎる、疲れているなどが考えられます。,"If your child is restless during dinner, find out why and work together to find an appropriate solution. For example, it could be that there are too many activities in the day or that they are tired."
results_eveningAdvice,13,tacr,子どもが夕食の時間に話したいことがある場合は、注意深く聞き、興味を持って反応しましょう。子どもの話を尊重することで、会話が活発になります。,"If your child has something to talk about at dinner time, listen carefully and respond with interest. Respecting what your child has to say will help stimulate conversation."
results_eveningAdvice,13,tacr,夕食時の会話が弾まない場合は、「今日の良かったこと」「次の休みにやりたいこと」など、楽しい話題を提供しましょう。,"If the conversation at dinner time is not lively, offer fun topics such as ""what was good today"" or ""what I want to do on my next day off."
results_eveningAdvice,13,tacr,家族間のコミュニケーションを深めるために、夕食時にはデジタルデバイスの使用を控えるようにしましょう。,"To enhance communication among family members, discourage the use of digital devices at dinnertime."
results_eveningAdvice,13,sav,夕食の時間に家族で話すことが多い場合は、話題をメモしておくと良いでしょう。これにより、会話が途切れることなくスムーズに進みます。,"If you have a lot to talk about as a family during dinner time, it is a good idea to write down the topics of conversation. This will keep the conversation moving smoothly and without interruption."
results_eveningAdvice,13,sav,家族それぞれがその日に経験したことを共有する時間を設けることで、子どもが日々の出来事を覚えておきやすくなります。,Allowing time for each family member to share what they experienced that day will make it easier for your child to remember daily events.
results_eveningAdvice,13,sav,子どもに、夕食時に話したいことを事前に考えさせることで、会話への参加を促しましょう。これにより、子どもの記憶力や表現力が養われます。,Encourage your child to participate in the conversation by having him or her think in advance about what he or she would like to talk about at dinner. This will help your child develop memory and expressive skills.
results_eveningAdvice,13,sav,夕食の時に家族がどのような話をして楽しかったかを記録する「家族の会話日記」をつけましょう。これは、後で振り返り楽しむことができる貴重な記録となります。,"Keep a ""family conversation diary"" to record what family members enjoyed talking about at dinner. This will be a valuable record that you can look back on and enjoy later."
results_eveningAdvice,13,sav,日常の出来事だけでなく、読んだ本や見た映画の話題も夕食時の会話に取り入れることで、子どもの興味や知識を広げ、記憶に残りやすくします。,Incorporating topics from everyday events as well as books read or movies watched into dinner conversations will broaden your child's interests and knowledge and help him or her remember more easily.
results_eveningAdvice,13,sad,夕食時にイライラしたり怒りを感じたりした場合、その感情を即座に表に出すのではなく、一度深呼吸をしてから落ち着いて話すよう心がけましょう。,"If you feel frustrated or angry at dinner, try to take a deep breath and then speak calmly rather than immediately expressing those feelings."
results_eveningAdvice,13,sad,誰かが話しているときは、じっくりと耳を傾けることの大切さを家族全員で共有し、一人一人の話に価値を置くことを意識しましょう。,"Share with the whole family the importance of listening carefully when someone is speaking, and be aware of the value of each person's story."
results_eveningAdvice,13,sad,食事中の携帯電話の使用など、会話の妨げになる行動は控えるようにし、家族との時間を大切にする姿勢を示しましょう。,"Show your family that you value family time by refraining from behaviors that interfere with conversation, such as using cell phones while eating."
results_eveningAdvice,13,sad,子どもが夕食の時間に不満や問題を話し始めた場合は、否定的な反応を避け、理解しようとする姿勢を持ちましょう。必要に応じて、食事が終わってから落ち着いて話し合う時間を設けると良いでしょう。,"If your child begins to talk about frustrations or problems at dinner time, avoid negative reactions and be willing to try to understand. If necessary, set aside time to discuss the issue calmly after the meal is over."
results_eveningAdvice,13,sad,家族間の会話を円滑に進めるためにも、衝動的に話題を変えたり、話を遮ったりすることなく、順番に話すことの重要性を子どもに教えましょう。,"To facilitate family conversations, teach your child the importance of taking turns speaking without impulsively changing the subject or interrupting."
results_nighttimeAdvice,17,mds,定時にベッドに入る習慣をつけることで、子どもの体内時計を整えましょう。毎晩同じ時間に就寝する習慣を確立します。,Establish your child's internal clock by getting into the habit of going to bed on time. Establish the habit of going to bed at the same time each night.
results_nighttimeAdvice,17,mds,就寝前の時間をリラックスするための静かな時間として設定し、活動量を徐々に減らしていきましょう。読書や軽いストレッチなどが適しています。,Set aside bedtime as a quiet time for relaxation and gradually decrease activity. Reading or light stretching are appropriate.
results_nighttimeAdvice,17,mds,子どもが快適に眠れる環境を作り出すために、寝室の温度、照明、そして静かな環境を整えましょう。,"To create a comfortable sleeping environment for your child, arrange the temperature, lighting, and quiet environment in the bedroom."
results_nighttimeAdvice,17,mds,カフェインを含む飲料や食べ物の摂取は避け、夕食後にはリラックスを促すような飲み物や食事を取り入れましょう。,"Avoid caffeinated beverages and foods, and include a relaxing beverage or meal after dinner."
results_nighttimeAdvice,17,mds,就寝前のスクリーンタイム（テレビ、コンピュータ、スマートフォンなど）を制限し、睡眠を妨げる光の影響を最小限に抑えましょう。,"Limit screen time (TV, computer, smart phones, etc.) before bedtime to minimize the effects of light that can interfere with sleep."
results_nighttimeAdvice,17,tacr,眠りにつくのに苦労している場合は、その原因を一緒に探り、解消する方法を見つけましょう。不安やストレスが原因であれば、話し合いやリラクゼーション技法が有効です。,"If you are having difficulty falling asleep, explore the causes together and find ways to eliminate them. If anxiety or stress is the cause, discussion and relaxation techniques can help."
results_nighttimeAdvice,17,tacr,夜中に目を覚ますことが多い場合は、安心して再び眠りにつけるように、安心感を与えるお守りやぬいぐるみを利用しましょう。,"If they often wake up in the middle of the night, use reassuring charms or stuffed animals to help them feel safe and fall asleep again."
results_nighttimeAdvice,17,tacr,子どもが夜に怖がったり、悪夢を見たりしたときは、落ち着かせるために、寄り添って安心させることが大切です。,"If your child gets scared at night or has nightmares, it is important to snuggle and reassure him or her in order to calm him or her down."
results_nighttimeAdvice,17,tacr,眠る前には、その日一日の出来事をポジティブな視点で振り返り、心地よい気持ちで眠りにつけるようにしましょう。,"Before going to sleep, reflect on the day's events from a positive perspective to help them fall asleep with a pleasant feeling."
results_nighttimeAdvice,17,tacr,子どもが眠りにつくのを助けるために、就寝前にゆったりとした音楽を聴くか、静かな声で話をするなど、リラックスできる環境を提供しましょう。,"To help your child fall asleep, provide a relaxing environment, such as listening to relaxing music or talking in a quiet voice before bedtime."
results_nighttimeAdvice,17,sav,就寝習慣を覚えるために、子どもと一緒にチェックリストを作成し、毎晩の準備を見直しましょう。これにより、子どもは自分で就寝準備ができるようになります。,"To help your child learn the bedtime routine, create a checklist with your child and review the preparations each night. This will help your child learn to prepare for bedtime on his or her own."
results_nighttimeAdvice,17,sav,子どもが自分でできる就寝準備のステップを練習させ、自立を促しましょう。例えば、パジャマに着替える、歯を磨くなどです。,"Encourage independence by having your child practice the steps of bedtime preparation that he or she can do on his or her own. For example, change into pajamas, brush teeth, etc."
results_nighttimeAdvice,17,sav,就寝前に行うことリストを視覚化し、子どもが何をすればいいのかを一目で理解できるようにしましょう。,Visualize a bedtime to-do list so that your child knows at a glance what to do.
results_nighttimeAdvice,17,sad,就寝前の興奮や活動を控えるように子どもに教えましょう。特に身体を動かす遊びや刺激的なゲームは、眠りにつくのを難しくする可能性があります。,Teach your child to refrain from excitement and activity before bedtime. Physical play and stimulating games in particular can make it difficult to fall asleep.
results_nighttimeAdvice,17,sad,子どもが眠りにつくまでの間、静かで穏やかな環境を保つよう努めましょう。家族全員で静かな活動に切り替えることが重要です。,"Strive to maintain a quiet, calm environment while your child is trying to fall asleep. It is important to switch to quiet activities with the entire family."
results_nighttimeAdvice,17,sad,スナックや飲み物に関しても、就寝前には糖分の多いものやカフェインを含むものを避けるようにしましょう。これらは子どもの体を刺激し、眠りを妨げることがあります。,"As for snacks and drinks, avoid sugary or caffeinated items before bedtime. These can stimulate the child's body and interfere with sleep."
results_nighttimeAdvice,17,sad,子どもが就寝前にスクリーンタイムを欲する場合は、その使用を制限し、代わりにリラックスできる活動を提案しましょう。スクリーンの光は、子どもの睡眠サイクルに悪影響を及ぼすことがあります。,"If your child craves screen time before bedtime, limit its use and suggest relaxing activities instead. Screen light can negatively affect a child's sleep cycle."
results_nighttimeAdvice,17,sad,夜に活動的になりがちな子どもに対しては、日中に十分な運動や活動の機会を提供しましょう。これにより、夜には自然と体が休息を求めるようになります。,"For children who tend to be more active at night, provide ample opportunities for exercise and activity during the day. This will allow the body to naturally seek rest at night."
results_overallAdvice,19,mds,子どもが自己肯定感を高められるよう、その強みや成功体験を一緒に振り返り、評価しましょう。自分の長所を認識することで、自信を持つことができます。,Reflect on and evaluate their strengths and successes together to help your child develop a sense of self-esteem. Recognizing their strengths will help them feel more confident.
results_overallAdvice,19,mds,社会的スキルを高める活動に積極的に参加させましょう。グループ活動やチームスポーツなど、協力して目標を達成する経験は、友人関係の構築にも役立ちます。,"Get them actively involved in activities that build social skills. Experiences that involve working together to achieve goals, such as group activities and team sports, can help build friendships."
results_overallAdvice,19,mds,子どもが他人との関わり合いで自信を持てるように、対人関係のシミュレーションを行い、さまざまな社交的な場面での適切な振る舞いを練習しましょう。,"To help your child gain confidence in interacting with others, simulate interpersonal relationships and practice appropriate behavior in a variety of social situations."
results_overallAdvice,19,mds,家族内でポジティブなコミュニケーションを心がけ、子どもが意見を自由に表現できる環境を作りましょう。家族からのサポートが自信を育みます。,Strive for positive communication within the family and create an environment in which the child can express opinions freely. Support from the family fosters confidence.
results_overallAdvice,19,mds,子どもが興味を持っていることや得意なことを見つけ、それを深く探求する機会を提供しましょう。専門性を持つことで自信がつくことがあります。,Find out what your child is interested in and good at and provide opportunities to explore these in depth. Expertise can build confidence.
results_overallAdvice,19,tacr,子どもが社交的な場面で不安を感じたり、挑戦に躊躇したりする場合は、その感情を共有し、乗り越えるための具体的な方法を一緒に考えましょう。,"If your child is anxious or hesitant to take on challenges in social situations, share those feelings and work together to develop specific ways to overcome them."
results_overallAdvice,19,tacr,友人関係でトラブルがあった時は、冷静に解決策を話し合い、子ども自身で問題を解決する力を育てましょう。,"When there are problems in friendships, calmly discuss solutions and nurture your child's ability to solve problems on his/her own."
results_overallAdvice,19,tacr,子どもが自信を失いそうになった時は、過去の成功体験を思い出させ、乗り越えられることを信じさせましょう。,"When your child seems to lose confidence, remind him or her of past successes and make him or her believe that he or she can overcome."
results_overallAdvice,19,tacr,社会的な受け入れが不安な子どもに対して、誰もが異なる個性を持っていること、自分らしくいることの大切さを教えましょう。,"When your child is anxious about social acceptance, teach him or her that everyone is unique and that it is important to be oneself."
results_overallAdvice,19,tacr,子どもが情緒的に不安定な時は、その原因を探り、適切な感情の表現方法を教えましょう。,"When your child is emotionally unstable, find out why and teach him or her how to express emotions appropriately."
results_overallAdvice,19,sav,子どもが日々の経験から学んだ社交的スキルや情緒的な対処法を思い出せるように、具体的な事例を通じて繰り返し学習しましょう。,Repeat through specific examples to help your child recall social skills and emotional coping skills learned from daily experiences.
results_overallAdvice,19,sav,良好な友人関係や社会的な成功体験を記録し、子どもが自信を感じられるように振り返らせましょう。,Document good friendships and social successes and have your child reflect on them to help him or her feel confident.
results_overallAdvice,19,sav,社会的スキルや感情管理のポイントを、子どもが簡単に参照できるようにリストアップし、目に見える場所に掲示しましょう。,Make a list of social skills and emotional management pointers that your child can easily refer to and post in a visible location.
results_overallAdvice,19,sad,子どもが感情的に反応しやすい状況では、冷静になるための戦略を教えましょう。深呼吸や一時的に場を離れるなど、感情をコントロールする方法を身につけさせます。,"Teach strategies for staying calm in situations where your child is likely to react emotionally. Help them learn how to control their emotions, such as taking deep breaths or temporarily leaving the situation."
results_overallAdvice,19,sad,同年代の友人との関係で衝突が起こった場合、即座に反応するのではなく、話し合いで解決を図ることの重要性を強調しましょう。,"When conflicts arise in relationships with age-peers, emphasize the importance of trying to resolve them through discussion rather than immediate reaction."
results_overallAdvice,19,sad,子どもが社会的なプレッシャーや評価に過度に影響されないよう、自分自身の価値を理解し、他人と自分を比較しない心構えを教えましょう。,"To prevent your child from being overly influenced by social pressures and evaluations, teach him or her to understand his or her own self-worth and to be prepared not to compare himself or herself to others."
results_overallAdvice,19,sad,自信を持ち過ぎて過剰な自己主張をすることがないよう、他人を尊重し、協調性を持つことの大切さを伝えましょう。,Teach your child the importance of respecting and cooperating with others so that he or she does not become overly confident and overly assertive.
results_overallAdvice,19,sad,情緒的な安定を保つために、ストレスが溜まったと感じたら、それを健康的に発散する方法（運動、趣味、アート活動など）を一緒に探しましょう。,"To maintain emotional stability, find healthy ways to release stress (exercise, hobbies, art activities, etc.) with them when they feel it is building up."
